id,COUNTRY,X,Y,DEM,ECO_NAME,BIOME_NAME,REALM,ECO_BIOME_
8363a,Germany,4091500,3008500,451,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8364a,Germany,4075500,3008500,516,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8365a,Germany,4321500,3008500,360,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8366a,Germany,4089500,3008500,452,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8367a,Germany,4081500,3008500,572,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8368a,Germany,4168500,2944500,359,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8369a,Germany,4340500,2944500,430,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8370a,Germany,4127500,2944500,483,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8371a,Germany,4423500,2944500,505,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8372a,Germany,4083500,2944500,583,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8373a,Germany,4222500,2880500,187,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8374a,Germany,4176500,2880500,155,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8375a,Germany,4238500,2880500,412,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8376a,Germany,4204500,2880500,116,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8377a,Germany,4231500,2816500,458,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8378a,Germany,4216500,2752500,868,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8379a,Germany,4234500,2752500,657,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8382a,Germany,4244500,3221500,310,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8383a,Germany,4288500,3221500,349,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8384a,Germany,4247500,3157500,371,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8385a,Germany,4383500,3157500,326,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8386a,Germany,4395500,3157500,447,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8387a,Germany,4291500,3157500,349,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8388a,Germany,4286500,3093500,469,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8389a,Germany,4290500,3093500,503,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8390a,Germany,4274500,3093500,312,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8391a,Germany,4302500,3093500,391,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8392a,Germany,4140500,3029500,271,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8393a,Germany,4158500,3029500,278,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8394a,Germany,4258500,3029500,342,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8395a,Germany,4156500,3029500,343,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8396a,Germany,4154500,3029500,297,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8397a,Germany,4164500,3029500,470,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8398a,Germany,4290500,3029500,436,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8399a,Germany,4407500,3029500,486,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8400a,Germany,4286500,3029500,342,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8401a,Germany,4160500,3029500,389,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8402a,Germany,4159500,2965500,203,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8403a,Germany,4245500,2965500,317,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8404a,Germany,4397500,2965500,345,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8405a,Germany,4093500,2965500,427,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8406a,Germany,4269500,2965500,374,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8407a,Germany,4257500,2965500,296,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8408a,Germany,4241500,2965500,282,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8409a,Germany,4285500,2965500,324,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8410a,Germany,4154500,2901500,391,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8411a,Germany,4140500,2901500,338,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8412a,Germany,4156500,2901500,252,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8413a,Germany,4152500,2901500,398,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8414a,Germany,4256500,2901500,256,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8415a,Germany,4282500,2901500,300,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8416a,Germany,4253500,2837500,454,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8417a,Germany,4313500,2837500,508,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8418a,Germany,4301500,2837500,542,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8419a,Germany,4243500,2837500,471,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8420a,Germany,4311500,2837500,676,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8421a,Germany,4266500,2773500,593,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8422a,Germany,4248500,2773500,825,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8423a,Germany,4246500,2773500,644,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8427a,Germany,4273500,3253500,56,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8428a,Germany,4383500,3189500,312,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8429a,Germany,4272500,3189500,264,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8430a,Germany,4379500,3189500,448,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8431a,Germany,4299500,3125500,422,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8432a,Germany,4275500,3125500,416,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8433a,Germany,4287500,3125500,363,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8434a,Germany,4267500,3125500,370,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8435a,Germany,4286500,3061500,354,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8436a,Germany,4102500,3061500,212,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8437a,Germany,4140500,3061500,219,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8438a,Germany,4158500,3061500,319,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8439a,Germany,4294500,3061500,350,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8440a,Germany,4136500,3061500,248,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8441a,Germany,4305500,2997500,313,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8442a,Germany,4058500,2997500,377,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8443a,Germany,4153500,2997500,510,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8444a,Germany,4108500,2997500,419,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8445a,Germany,4138500,2997500,473,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8446a,Germany,4110500,2997500,402,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8447a,Germany,4062500,2997500,496,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8448a,Germany,4140500,2997500,495,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8449a,Germany,4145500,2997500,443,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8450a,Germany,4261500,2997500,326,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8451a,Germany,4289500,2997500,471,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8452a,Germany,4308500,2933500,298,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8453a,Germany,4144500,2933500,309,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8454a,Germany,4300500,2933500,352,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8455a,Germany,4379500,2869500,582,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8456a,Germany,4281500,2805500,665,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8457a,Germany,4291500,2805500,681,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8458a,Germany,4279500,2805500,696,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8459a,Germany,4277500,2805500,710,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8460a,Germany,4299500,2805500,644,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8461a,Germany,4297500,2805500,745,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8462a,Germany,4167500,2805500,241,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8463a,Germany,4264500,2741500,528,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8464a,Germany,4146500,2741500,608,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8465a,Germany,4162500,2741500,528,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8466a,Germany,4154500,2741500,827,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8467a,Germany,4250500,2741500,419,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8468a,Germany,4148500,2741500,806,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8470a,Germany,4143500,3072000,282,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8471a,Germany,4191500,3146500,423,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8472a,Germany,4183500,3146500,236,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8473a,Germany,4182500,3082500,436,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8474a,Germany,4221500,3018500,432,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8475a,Germany,4084500,2954500,343,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8476a,Germany,4128500,2954500,544,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8477a,Germany,4224500,2890500,223,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8478a,Germany,4209500,2826500,753,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8479a,Germany,4317500,2826500,665,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8484a,Germany,4219500,3114500,715,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8485a,Germany,4230500,3050500,264,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8486a,Germany,4105500,3050500,315,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8487a,Germany,4077500,3050500,406,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8488a,Germany,4356500,3050500,406,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8489a,Germany,4118500,2986500,450,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8490a,Germany,4187500,2858500,129,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8491a,Germany,4216500,2794500,609,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8492a,Germany,4240500,2730500,682,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8495a,Germany,4220500,3210500,205,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8496a,Germany,4289500,2997000,455,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8497a,Germany,4379500,2869000,588,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8502a,Germany,4158500,3039500,354,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8503a,Germany,4150500,3039500,268,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8504a,Germany,4155500,2975500,419,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8505a,Germany,4145500,2975500,440,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8506a,Germany,4107500,2975500,429,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8507a,Germany,4099500,2975500,215,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8508a,Germany,4162500,2911500,528,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8509a,Germany,4256500,2911500,259,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8510a,Germany,4154500,2911500,428,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8511a,Germany,4156500,2911500,414,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8512a,Germany,4286500,2911500,319,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8513a,Germany,4142500,2911500,349,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8514a,Germany,4305500,2847500,505,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8515a,Germany,4289500,2847500,461,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8516a,Germany,4247500,2847500,510,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8517a,Germany,4248500,2783500,896,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8518a,Germany,4167500,2719500,440,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8521a,Germany,4163500,3135500,478,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8522a,Germany,4204000,3135500,484,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8523a,Germany,4151500,3135500,399,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8524a,Germany,4144500,3071500,337,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8525a,Germany,4160500,2943500,281,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8526a,Germany,4140500,2943500,285,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8527a,Germany,4164500,2943500,300,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8528a,Germany,4282500,2879500,365,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8529a,Germany,4267500,2815500,714,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8530a,Germany,4305500,2815500,672,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8531a,Germany,4105500,3050000,330,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8532a,Germany,4105000,3050000,367,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8533a,Germany,4178500,3028500,231,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8534a,Germany,4112500,3028500,489,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8535a,Germany,4121500,2964500,563,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8536a,Germany,4168500,2900500,414,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8537a,Germany,4236500,2900500,255,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8538a,Germany,4314500,2900500,393,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8541a,Germany,4335500,3124500,345,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8542a,Germany,4319500,3124500,265,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8543a,Germany,4326500,3060500,664,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8544a,Germany,4176500,3060500,482,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8545a,Germany,4114500,2996500,187,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8546a,Germany,4118500,2996500,270,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8547a,Germany,4177500,2996500,509,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8548a,Germany,4074500,2996500,257,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8549a,Germany,4126500,2996500,398,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8550a,Germany,4119500,2932500,362,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8551a,Germany,4230500,2932500,492,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8552a,Germany,4236500,2932500,412,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8553a,Germany,4221500,2868500,291,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8554a,Germany,4203500,2868500,288,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8555a,Germany,4235500,2868500,342,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8556a,Germany,4350000,2740500,826,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8557a,Germany,4237000,3199000,226,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8558a,Germany,4262500,3081500,325,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8559a,Germany,4141500,3017500,286,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8560a,Germany,4149500,3017500,88,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8561a,Germany,4135500,3017500,240,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8562a,Germany,4155500,3017500,300,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8563a,Germany,4141500,2953500,340,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8564a,Germany,4072500,2953500,245,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8565a,Germany,4147500,2953500,257,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8566a,Germany,4241500,2953500,463,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8567a,Germany,4094500,2953500,516,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8568a,Germany,4283500,2825500,545,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8569a,Germany,4281500,2825500,639,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8570a,Germany,4285500,2825500,692,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8574a,Germany,4284500,3241500,234,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8575a,Germany,4252500,3177500,362,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8576a,Germany,4139500,3049500,357,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8577a,Germany,4152500,3049500,322,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8578a,Germany,4135500,3049500,337,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8579a,Germany,4148500,3049500,370,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8580a,Germany,4258500,3049500,460,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8581a,Germany,4392500,2985500,344,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8582a,Germany,4118000,2985500,265,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8583a,Germany,4240500,2921500,284,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8584a,Germany,4260500,2921500,310,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8585a,Germany,4164500,2921500,483,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8586a,Germany,4252500,2921500,143,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8587a,Germany,4264500,2793500,764,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8588a,Germany,4288500,2793500,632,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8589a,Germany,4145500,2729500,429,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8594a,Germany,4288500,3209500,210,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8595a,Germany,4242500,3092000,339,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8596a,Germany,4226000,3028000,280,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8597a,Germany,4225500,3028000,256,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8598a,Germany,4121500,2900000,399,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8602a,Germany,4198500,3038500,248,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8603a,Germany,4091500,2974500,268,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8604a,Germany,4085500,2974500,235,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8605a,Germany,4193500,2846500,480,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8613a,Germany,4284000,3198500,123,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8614a,Germany,4253000,3198500,214,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8615a,Germany,4269000,3198500,278,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8616a,Germany,4187500,3134500,519,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8617a,Germany,4211500,3134500,715,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8618a,Germany,4329500,3134500,422,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8619a,Germany,4328500,3070500,701,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8620a,Germany,4218500,3070500,384,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8621a,Germany,4202500,3070500,360,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8622a,Germany,4194500,3070500,433,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8623a,Germany,4210500,3070500,430,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8624a,Germany,4113500,3006500,369,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8625a,Germany,4209500,3006500,306,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8626a,Germany,4421500,2942500,606,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8627a,Germany,4373500,2878500,616,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8628a,Germany,4377500,2878500,628,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8629a,Germany,4234500,2878500,314,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8630a,Germany,4177500,2814500,399,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8631a,Germany,4329500,2814500,459,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8636a,Germany,4382500,3155500,256,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8637a,Germany,4258500,3091500,344,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8639a,Germany,4274500,3091500,395,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8640a,Germany,4162500,3027500,319,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8641a,Germany,4159500,2963500,301,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8642a,Germany,4135500,2963500,327,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8643a,Germany,4248500,2899500,248,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8644a,Germany,4140500,2899500,356,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
